perc_2,alpha1,beta1,tau1,govexp1,gamma1,alpha2,beta2,tau2,gamma2,govexp2,alpha_bar,beta_bar,tau_bar,gamma_bar
0.5643840391338526,353.197233,3.256149152,366.12148,6.231590559632,0.578694524,172.1567434,3.551292258,583.2918017,0.324316548,7.042443733238949,251.02087023278176,3.422723210286791,488.68894334104414,0.43512765443842577
0.48838245622911564,353.197233,3.256149152,583.2918017,8.002475711577727,0.578694524,172.1567434,4.21479788,366.12148,0.324316548,6.485215048050428,264.7802340122303,3.724336372441557,477.22962656808676,0.45446078327052897
0.41262049796092665,292.3063477,3.551292258,583.2918017,8.835077935158461,0.578694524,172.1567434,3.256149152,366.12148,0.324316548,4.186413310692163,242.7301581439257,3.4295101626325453,493.6828754178113,0.4737329568725873
0.3386689606560815,292.3063477,3.551292258,583.2918017,9.670746525141187,0.578694524,172.1567434,3.256149152,366.12148,0.324316548,3.8372644021660403,251.61540608847952,3.451336449046172,509.7429545645141,0.4925445992542823
0.2680986406413738,292.3063477,3.551292258,583.2918017,10.511610166960873,0.578694524,172.1567434,3.256149152,366.12148,0.324316548,5.193251319516723,260.09440211357105,3.472164792486727,525.0687336645801,0.5104961344252961
